instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,day_type,instant_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,season_label,weather_label
15112,2012-09-26,4,1,9,20,0,3,1,1,0.66,0.6212,0.69,0.194,45,389,434,Hari Kerja,635,4,1,9,0,4,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,Fall,Clear
15113,2012-09-26,4,1,9,21,0,3,1,1,0.66,0.6212,0.65,0.194,32,328,360,Hari Kerja,635,4,1,9,0,4,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,Fall,Clear
15114,2012-09-26,4,1,9,22,0,3,1,3,0.62,0.6061,0.69,0.194,21,194,215,Hari Kerja,635,4,1,9,0,4,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,Fall,Clear
15115,2012-09-26,4,1,9,23,0,3,1,2,0.6,0.5758,0.78,0.2537,13,102,115,Hari Kerja,635,4,1,9,0,4,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,Fall,Clear
15116,2012-09-27,4,1,9,0,0,4,1,1,0.6,0.5758,0.78,0.0896,5,60,65,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15117,2012-09-27,4,1,9,1,0,4,1,1,0.6,0.5758,0.78,0.0896,5,16,21,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15118,2012-09-27,4,1,9,2,0,4,1,1,0.6,0.5758,0.78,0.0896,3,13,16,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15119,2012-09-27,4,1,9,3,0,4,1,1,0.6,0.5758,0.78,0.194,0,7,7,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15120,2012-09-27,4,1,9,4,0,4,1,1,0.56,0.5303,0.94,0.1343,2,6,8,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15121,2012-09-27,4,1,9,5,0,4,1,1,0.58,0.5455,0.83,0.194,2,64,66,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15122,2012-09-27,4,1,9,6,0,4,1,1,0.56,0.5303,0.88,0.0896,5,164,169,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15123,2012-09-27,4,1,9,7,0,4,1,1,0.6,0.5758,0.78,0.194,12,546,558,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15124,2012-09-27,4,1,9,8,0,4,1,1,0.62,0.6061,0.71,0.0896,20,774,794,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15125,2012-09-27,4,1,9,9,0,4,1,1,0.66,0.6212,0.65,0.194,30,305,335,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15126,2012-09-27,4,1,9,10,0,4,1,2,0.7,0.6515,0.51,0.2836,40,168,208,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15127,2012-09-27,4,1,9,11,0,4,1,2,0.72,0.6667,0.51,0.1642,67,227,294,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15128,2012-09-27,4,1,9,12,0,4,1,2,0.74,0.6667,0.48,0.1343,63,272,335,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15129,2012-09-27,4,1,9,13,0,4,1,2,0.74,0.6667,0.48,0.194,61,265,326,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15130,2012-09-27,4,1,9,14,0,4,1,2,0.76,0.6818,0.45,0.0896,44,214,258,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15131,2012-09-27,4,1,9,15,0,4,1,2,0.76,0.6818,0.45,0.194,41,255,296,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15132,2012-09-27,4,1,9,16,0,4,1,2,0.72,0.6667,0.58,0.3284,73,399,472,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15133,2012-09-27,4,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985,87,818,905,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15134,2012-09-27,4,1,9,18,0,4,1,2,0.66,0.6212,0.69,0.2239,77,822,899,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15135,2012-09-27,4,1,9,19,0,4,1,1,0.66,0.6212,0.65,0.1343,48,511,559,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15136,2012-09-27,4,1,9,20,0,4,1,2,0.64,0.6061,0.69,0.2239,45,412,457,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15137,2012-09-27,4,1,9,21,0,4,1,3,0.62,0.5758,0.83,0.2985,18,235,253,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15138,2012-09-27,4,1,9,22,0,4,1,3,0.62,0.5758,0.83,0.2985,2,45,47,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15139,2012-09-27,4,1,9,23,0,4,1,3,0.62,0.5758,0.83,0.1642,1,44,45,Hari Kerja,636,4,1,9,0,5,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Cloudy
15140,2012-09-28,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642,2,15,17,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15141,2012-09-28,4,1,9,1,0,5,1,3,0.6,0.5455,0.88,0.194,0,13,13,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15142,2012-09-28,4,1,9,2,0,5,1,3,0.6,0.5455,0.88,0.2985,1,9,10,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15143,2012-09-28,4,1,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343,0,7,7,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15144,2012-09-28,4,1,9,4,0,5,1,3,0.56,0.5303,0.88,0.1045,2,10,12,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15145,2012-09-28,4,1,9,5,0,5,1,1,0.56,0.5303,0.88,0.194,1,37,38,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15146,2012-09-28,4,1,9,6,0,5,1,2,0.56,0.5303,0.94,0.0896,2,136,138,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15147,2012-09-28,4,1,9,7,0,5,1,2,0.56,0.5303,0.94,0.194,10,384,394,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15148,2012-09-28,4,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896,31,674,705,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15149,2012-09-28,4,1,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,27,399,426,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15150,2012-09-28,4,1,9,10,0,5,1,2,0.64,0.5909,0.78,0.1343,51,194,245,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15151,2012-09-28,4,1,9,11,0,5,1,2,0.66,0.6212,0.69,0.194,109,252,361,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15152,2012-09-28,4,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.2537,94,286,380,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15153,2012-09-28,4,1,9,13,0,5,1,2,0.7,0.6515,0.51,0.2537,106,304,410,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15154,2012-09-28,4,1,9,14,0,5,1,2,0.7,0.6515,0.54,0.2537,105,294,399,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15155,2012-09-28,4,1,9,15,0,5,1,2,0.68,0.6364,0.54,0.2836,104,288,392,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15156,2012-09-28,4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,83,419,502,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15157,2012-09-28,4,1,9,17,0,5,1,2,0.66,0.6212,0.54,0.2985,101,707,808,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15158,2012-09-28,4,1,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239,58,609,667,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15159,2012-09-28,4,1,9,19,0,5,1,3,0.62,0.6212,0.5,0.2537,38,470,508,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15160,2012-09-28,4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,32,304,336,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15161,2012-09-28,4,1,9,21,0,5,1,3,0.6,0.6212,0.53,0.194,32,205,237,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15162,2012-09-28,4,1,9,22,0,5,1,2,0.58,0.5455,0.53,0.2239,30,190,220,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15163,2012-09-28,4,1,9,23,0,5,1,2,0.56,0.5303,0.56,0.194,26,164,190,Hari Kerja,637,4,1,9,0,6,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Cloudy
15164,2012-09-29,4,1,9,0,0,6,0,1,0.54,0.5152,0.6,0.2239,15,134,149,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15165,2012-09-29,4,1,9,1,0,6,0,1,0.54,0.5152,0.6,0.2239,12,89,101,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15166,2012-09-29,4,1,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239,12,80,92,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15167,2012-09-29,4,1,9,3,0,6,0,2,0.52,0.5,0.59,0.194,4,25,29,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15168,2012-09-29,4,1,9,4,0,6,0,1,0.52,0.5,0.59,0.2537,6,8,14,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15169,2012-09-29,4,1,9,5,0,6,0,1,0.5,0.4848,0.63,0.194,2,13,15,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15170,2012-09-29,4,1,9,6,0,6,0,1,0.5,0.4848,0.63,0.2537,4,33,37,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15171,2012-09-29,4,1,9,7,0,6,0,1,0.48,0.4697,0.67,0.2836,12,61,73,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15172,2012-09-29,4,1,9,8,0,6,0,1,0.5,0.4848,0.68,0.2836,37,174,211,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15173,2012-09-29,4,1,9,9,0,6,0,1,0.5,0.4848,0.63,0.194,69,263,332,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15174,2012-09-29,4,1,9,10,0,6,0,1,0.54,0.5152,0.56,0.2537,134,338,472,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15175,2012-09-29,4,1,9,11,0,6,0,1,0.56,0.5303,0.52,0.2836,217,446,663,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15176,2012-09-29,4,1,9,12,0,6,0,1,0.62,0.6212,0.41,0.2985,191,491,682,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15177,2012-09-29,4,1,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985,233,453,686,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15178,2012-09-29,4,1,9,14,0,6,0,1,0.6,0.6212,0.4,0.2537,302,448,750,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15179,2012-09-29,4,1,9,15,0,6,0,1,0.6,0.6212,0.43,0.2537,271,456,727,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15180,2012-09-29,4,1,9,16,0,6,0,1,0.62,0.6212,0.41,0.2537,275,447,722,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15181,2012-09-29,4,1,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582,256,456,712,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15182,2012-09-29,4,1,9,18,0,6,0,1,0.56,0.5303,0.46,0.194,174,420,594,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15183,2012-09-29,4,1,9,19,0,6,0,1,0.52,0.5,0.55,0.1642,119,351,470,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15184,2012-09-29,4,1,9,20,0,6,0,1,0.52,0.5,0.55,0.194,88,227,315,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15185,2012-09-29,4,1,9,21,0,6,0,1,0.52,0.5,0.55,0.1343,73,219,292,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15186,2012-09-29,4,1,9,22,0,6,0,1,0.5,0.4848,0.63,0.1045,48,173,221,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15187,2012-09-29,4,1,9,23,0,6,0,1,0.5,0.4848,0.59,0.0896,35,161,196,Akhir Pekan,638,4,1,9,0,0,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Clear
15188,2012-09-30,4,1,9,0,0,0,0,1,0.5,0.4848,0.59,0.194,35,112,147,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15189,2012-09-30,4,1,9,1,0,0,0,1,0.5,0.4848,0.59,0.194,31,85,116,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15190,2012-09-30,4,1,9,2,0,0,0,1,0.48,0.4697,0.63,0.194,21,71,92,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15191,2012-09-30,4,1,9,3,0,0,0,1,0.46,0.4545,0.67,0.0896,17,41,58,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15192,2012-09-30,4,1,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896,1,6,7,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15193,2012-09-30,4,1,9,5,0,0,0,1,0.44,0.4394,0.72,0.194,1,9,10,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15194,2012-09-30,4,1,9,6,0,0,0,1,0.44,0.4394,0.72,0.0896,2,20,22,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15195,2012-09-30,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0.194,14,43,57,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15196,2012-09-30,4,1,9,8,0,0,0,1,0.48,0.4697,0.67,0.1045,18,126,144,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15197,2012-09-30,4,1,9,9,0,0,0,1,0.52,0.5,0.63,0.1045,74,211,285,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15198,2012-09-30,4,1,9,10,0,0,0,1,0.58,0.5455,0.46,0.1642,160,319,479,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15199,2012-09-30,4,1,9,11,0,0,0,1,0.6,0.6212,0.43,0.2239,222,369,591,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15200,2012-09-30,4,1,9,12,0,0,0,1,0.62,0.6212,0.41,0.2985,206,474,680,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15201,2012-09-30,4,1,9,13,0,0,0,1,0.62,0.6212,0.41,0.2537,180,414,594,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15202,2012-09-30,4,1,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537,208,404,612,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15203,2012-09-30,4,1,9,15,0,0,0,1,0.64,0.6212,0.36,0.2537,230,419,649,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15204,2012-09-30,4,1,9,16,0,0,0,1,0.64,0.6212,0.36,0.2239,202,446,648,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15205,2012-09-30,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,195,380,575,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15206,2012-09-30,4,1,9,18,0,0,0,1,0.52,0.5,0.59,0.4478,91,310,401,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15207,2012-09-30,4,1,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343,34,223,257,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15208,2012-09-30,4,1,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343,31,163,194,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15209,2012-09-30,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0.194,19,104,123,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15210,2012-09-30,4,1,9,22,0,0,0,1,0.48,0.4697,0.72,0.194,15,76,91,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15211,2012-09-30,4,1,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,8,49,57,Akhir Pekan,639,4,1,9,0,1,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Clear
15212,2012-10-01,4,1,10,0,0,1,1,1,0.46,0.4545,0.72,0.1045,6,39,45,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15213,2012-10-01,4,1,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896,5,13,18,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15214,2012-10-01,4,1,10,2,0,1,1,1,0.46,0.4545,0.72,0.194,6,6,12,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15215,2012-10-01,4,1,10,3,0,1,1,1,0.44,0.4394,0.77,0.194,1,6,7,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15216,2012-10-01,4,1,10,4,0,1,1,1,0.42,0.4242,0.82,0.1045,0,10,10,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15217,2012-10-01,4,1,10,5,0,1,1,1,0.44,0.4394,0.77,0.194,2,34,36,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15218,2012-10-01,4,1,10,6,0,1,1,1,0.44,0.4394,0.77,0.1045,8,147,155,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15219,2012-10-01,4,1,10,7,0,1,1,1,0.44,0.4394,0.77,0.1642,13,470,483,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15220,2012-10-01,4,1,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045,40,744,784,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15221,2012-10-01,4,1,10,9,0,1,1,2,0.52,0.5,0.63,0.194,26,314,340,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15222,2012-10-01,4,1,10,10,0,1,1,1,0.54,0.5152,0.56,0.194,44,135,179,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15223,2012-10-01,4,1,10,11,0,1,1,1,0.58,0.5455,0.46,0.194,76,196,272,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15224,2012-10-01,4,1,10,12,0,1,1,2,0.6,0.6212,0.43,0.1642,61,262,323,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15225,2012-10-01,4,1,10,13,0,1,1,2,0.6,0.6212,0.43,0.1642,80,225,305,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15226,2012-10-01,4,1,10,14,0,1,1,2,0.6,0.6212,0.43,0.1045,51,193,244,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15227,2012-10-01,4,1,10,15,0,1,1,2,0.62,0.6212,0.43,0.1343,95,234,329,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15228,2012-10-01,4,1,10,16,0,1,1,2,0.62,0.6212,0.46,0.2537,51,408,459,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15229,2012-10-01,4,1,10,17,0,1,1,3,0.56,0.5303,0.6,0.2537,65,791,856,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15230,2012-10-01,4,1,10,18,0,1,1,3,0.56,0.5303,0.64,0.1045,42,571,613,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15231,2012-10-01,4,1,10,19,0,1,1,2,0.54,0.5152,0.68,0.1045,33,483,516,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15232,2012-10-01,4,1,10,20,0,1,1,3,0.54,0.5152,0.68,0.194,11,251,262,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15233,2012-10-01,4,1,10,21,0,1,1,2,0.54,0.5152,0.73,0.1343,13,205,218,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
15234,2012-10-01,4,1,10,22,0,1,1,3,0.54,0.5152,0.77,0.0896,17,190,207,Hari Kerja,640,4,1,10,0,2,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Cloudy
